,Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Volume,Taker Buy Quote Volume,Ignore
12,2024-11-29 20:00:00,97329.73000000,97335.10000000,97292.23000000,97297.80000000,10.12743000,2024-11-29 20:00:59.999,985575.70631740,3147,2.45678000,239102.59870420,0
13,2024-11-29 20:01:00,97297.79000000,97297.80000000,97268.00000000,97268.01000000,8.46387000,2024-11-29 20:01:59.999,823403.65306330,1956,3.26487000,317628.20064290,0
14,2024-11-29 20:02:00,97268.00000000,97314.24000000,97268.00000000,97272.44000000,9.03560000,2024-11-29 20:02:59.999,879129.22050290,4087,4.91486000,478169.68824960,0
15,2024-11-29 20:03:00,97272.44000000,97277.56000000,97252.41000000,97252.41000000,16.32195000,2024-11-29 20:03:59.999,1587538.36124050,2357,1.71149000,166477.53773370,0
16,2024-11-29 20:04:00,97252.41000000,97254.00000000,97230.28000000,97254.00000000,11.20117000,2024-11-29 20:04:59.999,1089229.68959030,2560,2.61652000,254422.15333430,0
17,2024-11-29 20:05:00,97254.00000000,97280.00000000,97232.00000000,97251.97000000,10.89654000,2024-11-29 20:05:59.999,1059690.31816590,3267,7.41880000,721448.27150710,0
18,2024-11-29 20:06:00,97251.97000000,97292.94000000,97251.97000000,97255.45000000,23.23336000,2024-11-29 20:06:59.999,2259935.91163910,4040,14.84878000,1444338.89900250,0
19,2024-11-29 20:07:00,97255.45000000,97255.45000000,97200.00000000,97205.41000000,23.03678000,2024-11-29 20:07:59.999,2239782.07080150,2473,12.14649000,1180923.23308560,0
20,2024-11-29 20:08:00,97205.41000000,97223.99000000,97202.40000000,97222.56000000,7.44418000,2024-11-29 20:08:59.999,723649.35273970,1213,6.17084000,599860.80187690,0
21,2024-11-29 20:09:00,97222.56000000,97222.56000000,97202.50000000,97219.98000000,10.42369000,2024-11-29 20:09:59.999,1013264.56131330,1675,4.78995000,465630.40101480,0
22,2024-11-29 20:10:00,97219.98000000,97245.98000000,97219.98000000,97245.01000000,8.78299000,2024-11-29 20:10:59.999,854059.03839100,1864,4.72615000,459553.03861120,0
23,2024-11-29 20:11:00,97245.02000000,97279.99000000,97245.00000000,97279.99000000,9.11301000,2024-11-29 20:11:59.999,886285.81036630,2128,4.05013000,393890.84315090,0
24,2024-11-29 20:12:00,97279.99000000,97284.00000000,97245.88000000,97268.00000000,13.89587000,2024-11-29 20:12:59.999,1351527.89840010,3366,7.65045000,744049.42193410,0
25,2024-11-29 20:13:00,97268.00000000,97317.28000000,97267.99000000,97317.27000000,11.19291000,2024-11-29 20:13:59.999,1089029.36117820,2624,10.66684000,1037843.07650640,0
26,2024-11-29 20:14:00,97317.27000000,97365.70000000,97317.27000000,97356.01000000,13.79851000,2024-11-29 20:14:59.999,1343201.58568420,3256,11.97135000,1165323.92373400,0
27,2024-11-29 20:15:00,97356.01000000,97372.88000000,97324.00000000,97350.11000000,20.89647000,2024-11-29 20:15:59.999,2034373.65133290,4054,10.91180000,1062310.22737760,0
28,2024-11-29 20:16:00,97350.11000000,97362.38000000,97350.10000000,97362.37000000,7.13075000,2024-11-29 20:16:59.999,694237.60134610,753,4.19195000,408109.07023060,0
29,2024-11-29 20:17:00,97362.37000000,97362.38000000,97320.00000000,97320.01000000,5.86096000,2024-11-29 20:17:59.999,570563.88714910,2335,1.31199000,127723.11386900,0
30,2024-11-29 20:18:00,97320.01000000,97358.29000000,97320.01000000,97349.20000000,7.70604000,2024-11-29 20:18:59.999,750113.89706200,2750,5.04567000,491117.91302940,0
31,2024-11-29 20:19:00,97349.21000000,97397.00000000,97349.20000000,97397.00000000,8.78694000,2024-11-29 20:19:59.999,855656.74620760,1486,7.23732000,704755.11509710,0
32,2024-11-29 20:20:00,97397.00000000,97397.00000000,97395.91000000,97395.91000000,12.05620000,2024-11-29 20:20:59.999,1174224.95288290,910,9.82689000,957099.04393080,0
33,2024-11-29 20:21:00,97395.92000000,97415.99000000,97393.20000000,97395.38000000,26.63800000,2024-11-29 20:21:59.999,2594625.88824500,3251,21.86992000,2130187.88058980,0
34,2024-11-29 20:22:00,97395.38000000,97412.00000000,97392.00000000,97392.01000000,10.15759000,2024-11-29 20:22:59.999,989374.83983950,1659,6.47582000,630758.19047210,0
35,2024-11-29 20:23:00,97392.01000000,97443.96000000,97392.00000000,97436.38000000,12.53440000,2024-11-29 20:23:59.999,1221123.51926210,3402,10.59690000,1032356.59547750,0
36,2024-11-29 20:24:00,97436.39000000,97436.39000000,97396.00000000,97403.16000000,15.14158000,2024-11-29 20:24:59.999,1475109.34059250,1776,5.51437000,537175.87770120,0
37,2024-11-29 20:25:00,97403.16000000,97409.55000000,97400.00000000,97400.01000000,4.91519000,2024-11-29 20:25:59.999,478772.28180610,1011,1.63508000,159264.71357650,0
38,2024-11-29 20:26:00,97400.00000000,97422.74000000,97400.00000000,97410.65000000,10.58106000,2024-11-29 20:26:59.999,1030665.48910760,1689,9.02898000,879472.09906370,0
39,2024-11-29 20:27:00,97410.65000000,97438.62000000,97392.93000000,97436.83000000,23.85207000,2024-11-29 20:27:59.999,2323540.46100710,2513,19.17603000,1867979.20588820,0
40,2024-11-29 20:28:00,97436.82000000,97442.28000000,97436.82000000,97442.19000000,5.61587000,2024-11-29 20:28:59.999,547197.60153210,586,2.98771000,291115.87216620,0
41,2024-11-29 20:29:00,97442.20000000,97480.00000000,97442.19000000,97480.00000000,22.20801000,2024-11-29 20:29:59.999,2164267.71548070,2324,20.64169000,2011631.16866180,0
42,2024-11-29 20:30:00,97480.00000000,97491.96000000,97448.38000000,97448.38000000,11.67683000,2024-11-29 20:30:59.999,1138255.99242510,2892,1.61192000,157141.17406290,0
43,2024-11-29 20:31:00,97448.38000000,97473.14000000,97408.10000000,97473.13000000,22.17870000,2024-11-29 20:31:59.999,2161006.97050760,5239,10.26642000,1000294.73974400,0
44,2024-11-29 20:32:00,97473.13000000,97473.14000000,97400.00000000,97445.33000000,30.84372000,2024-11-29 20:32:59.999,3005274.48087300,3601,15.58026000,1517911.35119440,0
45,2024-11-29 20:33:00,97445.33000000,97476.20000000,97445.33000000,97476.19000000,7.66308000,2024-11-29 20:33:59.999,746850.09043780,1748,6.76341000,659165.43000370,0
46,2024-11-29 20:34:00,97476.20000000,97482.88000000,97476.19000000,97482.87000000,2.51968000,2024-11-29 20:34:59.999,245616.40912600,471,1.29328000,126068.85240640,0
47,2024-11-29 20:35:00,97482.88000000,97482.88000000,97482.87000000,97482.88000000,1.78626000,2024-11-29 20:35:59.999,174129.76202820,429,1.06620000,103936.24665600,0
48,2024-11-29 20:36:00,97482.88000000,97532.00000000,97482.87000000,97532.00000000,14.95471000,2024-11-29 20:36:59.999,1458086.33173800,3328,14.10177000,1374907.43196200,0
49,2024-11-29 20:37:00,97531.99000000,97568.98000000,97522.04000000,97568.97000000,10.55095000,2024-11-29 20:37:59.999,1029131.74738400,3454,6.97209000,680053.06677090,0
50,2024-11-29 20:38:00,97568.98000000,97598.00000000,97568.97000000,97597.99000000,20.85544000,2024-11-29 20:38:59.999,2035143.46876610,3621,13.04461000,1272867.39218910,0
51,2024-11-29 20:39:00,97597.99000000,97624.62000000,97551.47000000,97558.99000000,20.98503000,2024-11-29 20:39:59.999,2047833.08635410,3465,12.42960000,1212932.23130830,0
52,2024-11-29 20:40:00,97559.79000000,97584.00000000,97545.30000000,97545.30000000,7.89778000,2024-11-29 20:40:59.999,770488.71498010,2742,2.30058000,224445.95796600,0
53,2024-11-29 20:41:00,97545.30000000,97551.91000000,97500.20000000,97537.42000000,28.72476000,2024-11-29 20:41:59.999,2801705.81545810,4426,11.84100000,1154836.14833420,0
54,2024-11-29 20:42:00,97537.42000000,97537.43000000,97503.63000000,97503.75000000,10.16912000,2024-11-29 20:42:59.999,991647.79984880,1689,1.68067000,163872.87910440,0
55,2024-11-29 20:43:00,97503.75000000,97503.76000000,97488.00000000,97488.01000000,3.72326000,2024-11-29 20:43:59.999,363018.48815440,913,0.78790000,76820.58430150,0
56,2024-11-29 20:44:00,97488.01000000,97488.01000000,97474.08000000,97476.00000000,11.22159000,2024-11-29 20:44:59.999,1093864.44346080,1926,2.79668000,272609.10311900,0
57,2024-11-29 20:45:00,97476.00000000,97496.00000000,97476.00000000,97495.42000000,9.98755000,2024-11-29 20:45:59.999,973696.55446870,1511,2.83129000,276012.57753600,0
58,2024-11-29 20:46:00,97495.43000000,97498.42000000,97486.83000000,97498.42000000,7.71183000,2024-11-29 20:46:59.999,751822.90118210,1420,4.93158000,480778.05365720,0
59,2024-11-29 20:47:00,97498.42000000,97498.42000000,97465.01000000,97465.02000000,6.00621000,2024-11-29 20:47:59.999,585504.16272940,1997,0.79214000,77223.32834280,0
60,2024-11-29 20:48:00,97465.01000000,97465.02000000,97422.00000000,97422.00000000,6.97366000,2024-11-29 20:48:59.999,679533.89366950,2426,1.68193000,163881.48309220,0
61,2024-11-29 20:49:00,97422.01000000,97426.15000000,97396.01000000,97402.01000000,6.84265000,2024-11-29 20:49:59.999,666567.89518490,2171,2.69698000,262732.38707000,0
62,2024-11-29 20:50:00,97402.00000000,97412.70000000,97369.64000000,97412.69000000,8.04659000,2024-11-29 20:50:59.999,783662.94442870,3285,3.37068000,328250.89533570,0
63,2024-11-29 20:51:00,97412.70000000,97412.70000000,97394.59000000,97394.60000000,2.86345000,2024-11-29 20:51:59.999,278927.22101280,630,1.10503000,107643.75641900,0
64,2024-11-29 20:52:00,97394.59000000,97394.60000000,97368.25000000,97368.26000000,7.19080000,2024-11-29 20:52:59.999,700261.56496870,1022,0.44962000,43783.62802630,0
65,2024-11-29 20:53:00,97368.25000000,97368.26000000,97327.72000000,97327.72000000,11.19979000,2024-11-29 20:53:59.999,1090250.56090190,1248,0.23179000,22563.81270020,0
66,2024-11-29 20:54:00,97327.72000000,97327.73000000,97312.00000000,97312.00000000,16.87910000,2024-11-29 20:54:59.999,1642700.49801600,873,1.86100000,181105.38065920,0
67,2024-11-29 20:55:00,97312.00000000,97318.57000000,97312.00000000,97317.46000000,5.77985000,2024-11-29 20:55:59.999,562463.31886170,834,4.31305000,419721.30641950,0
68,2024-11-29 20:56:00,97317.47000000,97322.51000000,97293.24000000,97312.53000000,23.70762000,2024-11-29 20:56:59.999,2306931.92155230,2118,12.83539000,1249022.21096760,0
69,2024-11-29 20:57:00,97312.53000000,97312.54000000,97296.82000000,97312.34000000,9.90960000,2024-11-29 20:57:59.999,964279.16401940,2004,8.34046000,811589.91820470,0
70,2024-11-29 20:58:00,97312.34000000,97315.11000000,97302.39000000,97302.40000000,6.12202000,2024-11-29 20:58:59.999,595738.21422120,1309,2.55494000,248615.62488150,0
71,2024-11-29 20:59:00,97302.40000000,97307.99000000,97302.39000000,97307.98000000,8.45212000,2024-11-29 20:59:59.999,822455.97492470,579,7.70954000,750198.47821130,0
72,2024-11-29 21:00:00,97307.98000000,97315.65000000,97279.08000000,97279.08000000,8.59428000,2024-11-29 21:00:59.999,836288.49078600,2436,1.37097000,133403.17726050,0
73,2024-11-29 21:01:00,97279.08000000,97344.00000000,97270.86000000,97344.00000000,9.43902000,2024-11-29 21:01:59.999,918287.06017640,3342,4.40899000,428939.40397560,0
74,2024-11-29 21:02:00,97344.00000000,97344.00000000,97324.24000000,97324.24000000,9.85125000,2024-11-29 21:02:59.999,958933.08144460,1179,4.64649000,452296.39927250,0
75,2024-11-29 21:03:00,97324.24000000,97360.00000000,97322.23000000,97341.70000000,11.74097000,2024-11-29 21:03:59.999,1142895.91435410,2437,4.69431000,456949.30940170,0
76,2024-11-29 21:04:00,97341.71000000,97395.03000000,97341.70000000,97376.12000000,14.58742000,2024-11-29 21:04:59.999,1420385.39834450,4533,4.69079000,456707.01224320,0
77,2024-11-29 21:05:00,97376.13000000,97428.00000000,97376.13000000,97400.01000000,6.22866000,2024-11-29 21:05:59.999,606790.26682980,2558,3.88898000,378848.57964920,0
78,2024-11-29 21:06:00,97400.00000000,97400.01000000,97352.06000000,97352.07000000,3.64901000,2024-11-29 21:06:59.999,355320.21782240,2401,1.17308000,114210.43396480,0
79,2024-11-29 21:07:00,97352.07000000,97352.07000000,97312.51000000,97312.52000000,3.77219000,2024-11-29 21:07:59.999,367163.36123010,1670,1.31168000,127665.99164970,0
80,2024-11-29 21:08:00,97312.51000000,97321.67000000,97307.26000000,97307.26000000,2.09848000,2024-11-29 21:08:59.999,204214.53644290,901,0.79368000,77237.32030600,0
81,2024-11-29 21:09:00,97307.26000000,97321.48000000,97307.26000000,97321.47000000,1.52400000,2024-11-29 21:09:59.999,148313.78446730,588,0.72561000,70614.48519040,0
82,2024-11-29 21:10:00,97321.47000000,97340.70000000,97321.47000000,97331.70000000,6.53159000,2024-11-29 21:10:59.999,635734.86946100,2431,2.84946000,277325.61057760,0
83,2024-11-29 21:11:00,97331.70000000,97340.00000000,97321.48000000,97324.48000000,3.45430000,2024-11-29 21:11:59.999,336194.12744900,2364,1.72770000,168146.88376860,0
84,2024-11-29 21:12:00,97324.48000000,97359.59000000,97321.49000000,97348.00000000,14.11364000,2024-11-29 21:12:59.999,1373724.22882750,3375,10.76629000,1047880.91205910,0
85,2024-11-29 21:13:00,97347.99000000,97348.00000000,97324.00000000,97324.00000000,2.20286000,2024-11-29 21:13:59.999,214417.62334680,1167,0.81517000,79346.47054540,0
86,2024-11-29 21:14:00,97324.00000000,97324.01000000,97308.84000000,97308.84000000,3.57592000,2024-11-29 21:14:59.999,348009.60731700,695,1.15026000,111942.57633700,0
87,2024-11-29 21:15:00,97308.84000000,97328.00000000,97228.30000000,97228.30000000,19.94119000,2024-11-29 21:15:59.999,1940046.24717230,5945,1.71976000,167328.96970160,0
88,2024-11-29 21:16:00,97228.30000000,97237.08000000,97228.30000000,97235.50000000,8.25176000,2024-11-29 21:16:59.999,802357.42545250,949,6.11363000,594455.53872880,0
89,2024-11-29 21:17:00,97235.50000000,97235.51000000,97225.06000000,97225.07000000,2.78812000,2024-11-29 21:17:59.999,271098.31713230,657,0.61296000,59598.48962830,0
90,2024-11-29 21:18:00,97225.06000000,97225.07000000,97225.06000000,97225.07000000,2.60757000,2024-11-29 21:18:59.999,253521.16075540,268,1.10512000,107445.36935840,0
91,2024-11-29 21:19:00,97225.06000000,97225.07000000,97210.00000000,97210.00000000,2.26153000,2024-11-29 21:19:59.999,219862.23472970,1032,0.27795000,27023.43471690,0
92,2024-11-29 21:20:00,97210.01000000,97210.01000000,97157.33000000,97157.34000000,17.71390000,2024-11-29 21:20:59.999,1721537.88723440,2258,1.50304000,146072.68083450,0
93,2024-11-29 21:21:00,97157.34000000,97157.34000000,97142.86000000,97142.86000000,4.25670000,2024-11-29 21:21:59.999,413543.87306420,1302,1.21566000,118105.39649940,0
94,2024-11-29 21:22:00,97142.86000000,97142.87000000,97056.31000000,97056.32000000,33.09678000,2024-11-29 21:22:59.999,3213839.44492330,6449,10.50261000,1019870.59133440,0
95,2024-11-29 21:23:00,97056.32000000,97056.32000000,96981.01000000,96983.93000000,19.02698000,2024-11-29 21:23:59.999,1845731.85219700,5422,6.66981000,646962.17904150,0
96,2024-11-29 21:24:00,96983.92000000,97036.38000000,96983.92000000,97031.99000000,16.56440000,2024-11-29 21:24:59.999,1607011.43237190,3345,8.30853000,805994.84067510,0
97,2024-11-29 21:25:00,97032.00000000,97205.92000000,97031.99000000,97168.02000000,38.72497000,2024-11-29 21:25:59.999,3760896.93308770,6993,30.76987000,2987878.24623810,0
98,2024-11-29 21:26:00,97168.03000000,97219.65000000,97168.02000000,97190.14000000,7.28668000,2024-11-29 21:26:59.999,708206.03003790,2531,4.81107000,467572.51035490,0
99,2024-11-29 21:27:00,97190.14000000,97195.60000000,97164.01000000,97195.59000000,7.83125000,2024-11-29 21:27:59.999,761041.12405200,2260,4.36896000,424566.45150390,0
100,2024-11-29 21:28:00,97195.59000000,97230.00000000,97195.59000000,97213.97000000,5.64122000,2024-11-29 21:28:59.999,548409.94060170,1744,3.21262000,312296.41892220,0
101,2024-11-29 21:29:00,97213.97000000,97214.68000000,97212.01000000,97212.02000000,3.01146000,2024-11-29 21:29:59.999,292751.25688740,391,0.66761000,64900.48300010,0
102,2024-11-29 21:30:00,97212.02000000,97246.29000000,97184.66000000,97212.02000000,7.73986000,2024-11-29 21:30:59.999,752459.83801620,4720,4.21430000,409679.57119260,0
103,2024-11-29 21:31:00,97212.02000000,97225.76000000,97174.59000000,97188.59000000,9.06906000,2024-11-29 21:31:59.999,881496.09126870,4307,2.26770000,220398.30288100,0
104,2024-11-29 21:32:00,97188.59000000,97209.91000000,97184.00000000,97209.90000000,4.62759000,2024-11-29 21:32:59.999,449745.55218720,1593,3.39181000,329642.25188470,0
105,2024-11-29 21:33:00,97209.90000000,97227.62000000,97188.01000000,97188.01000000,8.00048000,2024-11-29 21:33:59.999,777797.01040280,3164,2.07014000,201241.54825370,0
106,2024-11-29 21:34:00,97188.02000000,97192.02000000,97184.01000000,97187.99000000,3.72085000,2024-11-29 21:34:59.999,361628.50630310,761,1.46735000,142611.33412550,0
107,2024-11-29 21:35:00,97187.99000000,97187.99000000,97139.43000000,97139.43000000,2.62721000,2024-11-29 21:35:59.999,255252.97513360,1794,0.32865000,31926.51730880,0
108,2024-11-29 21:36:00,97139.44000000,97190.48000000,97139.43000000,97184.01000000,8.98529000,2024-11-29 21:36:59.999,873055.45865080,2093,3.33339000,323869.11355930,0
109,2024-11-29 21:37:00,97184.01000000,97223.98000000,97184.00000000,97216.00000000,3.83249000,2024-11-29 21:37:59.999,372538.02715180,1858,2.43658000,236829.27413320,0
110,2024-11-29 21:38:00,97215.99000000,97259.07000000,97215.99000000,97230.35000000,8.28991000,2024-11-29 21:38:59.999,806130.27617760,2431,4.20721000,409105.34304790,0
111,2024-11-29 21:39:00,97230.35000000,97230.35000000,97210.66000000,97230.32000000,7.11034000,2024-11-29 21:39:59.999,691269.22708250,1901,3.55358000,345488.48867330,0
112,2024-11-29 21:40:00,97230.32000000,97230.33000000,97226.76000000,97226.76000000,4.47169000,2024-11-29 21:40:59.999,434780.29203340,478,1.12672000,109549.85239200,0
113,2024-11-29 21:41:00,97226.77000000,97230.31000000,97212.00000000,97230.30000000,5.01760000,2024-11-29 21:41:59.999,487811.50030150,2483,1.39113000,135241.96068130,0
114,2024-11-29 21:42:00,97230.30000000,97271.55000000,97219.27000000,97271.55000000,4.36331000,2024-11-29 21:42:59.999,424275.54460670,4145,2.77606000,269949.77296500,0
115,2024-11-29 21:43:00,97271.54000000,97284.00000000,97259.82000000,97259.82000000,7.50896000,2024-11-29 21:43:59.999,730428.90147650,1283,2.66288000,259030.49232280,0
116,2024-11-29 21:44:00,97259.83000000,97264.00000000,97251.02000000,97263.99000000,4.95087000,2024-11-29 21:44:59.999,481511.20484170,857,3.79440000,369033.54237460,0
117,2024-11-29 21:45:00,97264.00000000,97285.71000000,97263.99000000,97285.70000000,7.76340000,2024-11-29 21:45:59.999,755150.77625430,1926,6.22372000,605374.64924540,0
118,2024-11-29 21:46:00,97285.71000000,97311.97000000,97274.94000000,97311.96000000,7.50784000,2024-11-29 21:46:59.999,730422.41818080,2077,3.80233000,369927.05403700,0
119,2024-11-29 21:47:00,97311.96000000,97343.99000000,97311.96000000,97342.43000000,6.67807000,2024-11-29 21:47:59.999,650035.19153630,1515,4.33999000,422447.33730900,0
120,2024-11-29 21:48:00,97342.43000000,97355.95000000,97342.43000000,97355.94000000,2.51521000,2024-11-29 21:48:59.999,244853.94275680,524,2.29570000,223484.06625970,0
121,2024-11-29 21:49:00,97355.94000000,97355.95000000,97324.00000000,97324.00000000,5.86191000,2024-11-29 21:49:59.999,570635.18178300,1472,0.21446000,20875.71574210,0
122,2024-11-29 21:50:00,97324.01000000,97324.01000000,97300.52000000,97310.29000000,6.21923000,2024-11-29 21:50:59.999,605212.07906940,1141,2.08858000,203223.32971310,0
123,2024-11-29 21:51:00,97310.29000000,97316.23000000,97310.29000000,97310.55000000,4.55823000,2024-11-29 21:51:59.999,443582.56071520,807,0.98756000,96101.29954640,0
124,2024-11-29 21:52:00,97310.54000000,97357.17000000,97310.54000000,97352.34000000,4.57837000,2024-11-29 21:52:59.999,445606.37937060,2159,3.59893000,350262.10359870,0
125,2024-11-29 21:53:00,97352.34000000,97363.62000000,97352.33000000,97363.62000000,3.43593000,2024-11-29 21:53:59.999,334508.57165790,777,2.43653000,237210.49066210,0
126,2024-11-29 21:54:00,97363.61000000,97363.62000000,97352.16000000,97363.15000000,3.38588000,2024-11-29 21:54:59.999,329642.53780060,1079,1.34116000,130571.51259600,0
127,2024-11-29 21:55:00,97363.14000000,97370.17000000,97324.01000000,97370.16000000,5.02873000,2024-11-29 21:55:59.999,489580.75713600,2961,2.60974000,254079.69379200,0
128,2024-11-29 21:56:00,97370.16000000,97376.58000000,97344.00000000,97344.00000000,6.81600000,2024-11-29 21:56:59.999,663638.72052180,1693,2.36637000,230414.81152470,0
129,2024-11-29 21:57:00,97344.01000000,97365.02000000,97328.03000000,97344.00000000,8.69504000,2024-11-29 21:57:59.999,846460.66910180,2565,4.97585000,484384.35142920,0
130,2024-11-29 21:58:00,97344.01000000,97395.97000000,97344.00000000,97392.03000000,44.33463000,2024-11-29 21:58:59.999,4316877.45977320,2856,31.64526000,3081179.75618010,0
131,2024-11-29 21:59:00,97392.03000000,97392.04000000,97386.07000000,97386.07000000,4.22926000,2024-11-29 21:59:59.999,411883.60867470,594,1.41504000,137805.39420630,0
132,2024-11-29 22:00:00,97386.07000000,97395.66000000,97382.81000000,97395.65000000,4.59666000,2024-11-29 22:00:59.999,447641.33619660,1032,2.41703000,235382.09806730,0
133,2024-11-29 22:01:00,97395.65000000,97400.00000000,97382.82000000,97400.00000000,6.25729000,2024-11-29 22:01:59.999,609389.55915750,2022,4.05513000,394911.23734980,0
134,2024-11-29 22:02:00,97400.00000000,97400.00000000,97356.00000000,97356.01000000,16.34592000,2024-11-29 22:02:59.999,1591601.79514930,2210,6.68549000,650952.84510190,0
135,2024-11-29 22:03:00,97356.00000000,97361.48000000,97344.03000000,97361.47000000,11.59047000,2024-11-29 22:03:59.999,1128398.36978890,1804,4.70081000,457627.86422870,0
136,2024-11-29 22:04:00,97361.47000000,97370.00000000,97336.00000000,97336.01000000,7.39553000,2024-11-29 22:04:59.999,720041.82952040,1855,1.91054000,185994.37930930,0
137,2024-11-29 22:05:00,97336.00000000,97350.89000000,97320.33000000,97350.88000000,19.08104000,2024-11-29 22:05:59.999,1857170.95420850,1885,13.16202000,1281020.20658340,0
138,2024-11-29 22:06:00,97350.88000000,97364.05000000,97318.33000000,97364.05000000,7.78520000,2024-11-29 22:06:59.999,757855.22099470,2230,4.28889000,417492.64134360,0
139,2024-11-29 22:07:00,97364.05000000,97395.64000000,97364.04000000,97395.63000000,2.63187000,2024-11-29 22:07:59.999,256293.06816190,1112,2.09935000,204432.54919080,0
140,2024-11-29 22:08:00,97395.63000000,97395.64000000,97395.63000000,97395.63000000,1.34735000,2024-11-29 22:08:59.999,131226.00889280,308,0.68123000,66348.83183720,0
141,2024-11-29 22:09:00,97395.64000000,97395.64000000,97376.25000000,97376.26000000,5.93751000,2024-11-29 22:09:59.999,578251.20096150,1127,2.05649000,200275.80487690,0
142,2024-11-29 22:10:00,97376.26000000,97405.37000000,97376.25000000,97405.37000000,8.85439000,2024-11-29 22:10:59.999,862360.99109540,1335,8.26181000,804649.82967740,0
143,2024-11-29 22:11:00,97405.37000000,97421.12000000,97398.30000000,97398.30000000,10.71998000,2024-11-29 22:11:59.999,1044288.27450740,1695,2.01821000,196591.40491760,0
144,2024-11-29 22:12:00,97398.30000000,97398.31000000,97360.18000000,97360.18000000,6.44018000,2024-11-29 22:12:59.999,627217.04489710,1945,0.74476000,72536.29220660,0
145,2024-11-29 22:13:00,97360.18000000,97408.00000000,97346.94000000,97408.00000000,12.13640000,2024-11-29 22:13:59.999,1181811.17027870,2433,9.52355000,927396.18871300,0
146,2024-11-29 22:14:00,97408.00000000,97408.00000000,97355.54000000,97365.14000000,5.95689000,2024-11-29 22:14:59.999,580057.48936290,2612,1.93194000,188094.34315140,0
147,2024-11-29 22:15:00,97365.14000000,97375.72000000,97330.15000000,97330.15000000,4.24216000,2024-11-29 22:15:59.999,413006.04508860,2050,0.95387000,92863.44531610,0
148,2024-11-29 22:16:00,97330.16000000,97419.77000000,97330.15000000,97418.66000000,16.68468000,2024-11-29 22:16:59.999,1624716.82898780,2588,10.48307000,1020607.32748700,0
149,2024-11-29 22:17:00,97418.67000000,97418.67000000,97344.00000000,97377.29000000,15.28507000,2024-11-29 22:17:59.999,1488281.75507210,2561,3.50625000,341399.12655220,0
150,2024-11-29 22:18:00,97377.29000000,97419.00000000,97377.29000000,97380.00000000,12.03844000,2024-11-29 22:18:59.999,1172514.45160640,2598,7.32643000,713505.77580910,0
151,2024-11-29 22:19:00,97380.01000000,97380.01000000,97360.00000000,97371.99000000,12.19243000,2024-11-29 22:19:59.999,1187138.25619940,1167,7.56777000,736825.00782160,0
152,2024-11-29 22:20:00,97371.98000000,97371.99000000,97342.00000000,97342.01000000,9.29693000,2024-11-29 22:20:59.999,905225.69937130,1572,1.38454000,134804.20529500,0
153,2024-11-29 22:21:00,97342.00000000,97342.01000000,97287.34000000,97287.34000000,7.37981000,2024-11-29 22:21:59.999,718156.44404620,2114,1.43786000,139918.86929000,0
154,2024-11-29 22:22:00,97287.35000000,97287.35000000,97279.38000000,97279.38000000,6.13298000,2024-11-29 22:22:59.999,596618.84600940,569,0.43756000,42566.19090040,0
